"","species_id","bwg_name","domain","kingdom","phylum","subphylum","class","subclass","ord","subord","family","subfamily","tribe","genus","species","functional_group","BS1","BS2","BS3","BS4","BS5","LO1","LO2","LO3","LO4","LO5","LO6","LO7","MD1","MD2","MD3","MD4","MD5","MD6","MD7","MD8","BF1","BF2","BF3","BF4","stage","length_mm","biomass_type","biomass_mg","provenance","provenance_species","closest_relative","num_relatives","shared_taxon","r_squared","sample_size","intercept","slope","abundance","ln_intercept"
"1438","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",9,"wet",14,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1439","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",5,"wet",3,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1440","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",5,"wet",3,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1441","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",16.5,"wet",74,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1442","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",12.5,"wet",39,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1443","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",12.5,"wet",39,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1444","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",3,"wet",1,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1445","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",9,"wet",14,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1446","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",12,"wet",31.5,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1447","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",11,"wet",28,"length.raw","exact",NA,NA,NA,NA,NA,NA,NA,1,NA
"1448","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1,"wet",0.0322822837953861,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1449","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",14,"wet",50.4415079137439,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1450","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.5,"wet",0.099922606165631,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1451","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",23,"wet",201.179104793971,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1452","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",21.5,"wet",166.711092364707,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1453","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",14,"wet",50.4415079137439,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1454","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",10,"wet",19.7507999460494,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1455","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",17,"wet",86.6479644317273,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1456","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",3.5,"wet",1.05943760360415,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1457","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",20,"wet",136.282794029065,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1458","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",22,"wet",177.74063657345,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1459","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",18,"wet",101.609021786022,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1460","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",16,"wet",73.179528297201,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1461","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.5,"wet",0.414831773068506,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1462","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",17,"wet",86.6479644317273,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1463","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",9.5,"wet",17.1201999779541,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1464","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",17,"wet",86.6479644317273,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1465","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",14,"wet",50.4415079137439,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1466","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",17,"wet",86.6479644317273,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1467","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",20,"wet",136.282794029065,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1468","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",11.5,"wet",29.155905412855,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1469","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",14,"wet",50.4415079137439,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1470","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",9.5,"wet",17.1201999779541,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1471","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",16,"wet",73.179528297201,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1472","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1,"wet",0.0322822837953861,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1473","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",18,"wet",101.609021786022,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1474","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",19,"wet",118.13135132274,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1475","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",14,"wet",50.4415079137439,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1476","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",23,"wet",201.179104793971,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1477","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",16,"wet",73.179528297201,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1478","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",17,"wet",86.6479644317273,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1479","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",18.5,"wet",109.67076912023,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1480","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.5,"wet",0.099922606165631,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1481","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",17.5,"wet",93.9376051401406,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1482","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",21,"wet",156.130432456763,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1483","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",18,"wet",101.609021786022,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1484","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",9.5,"wet",17.1201999779541,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1485","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",16,"wet",73.179528297201,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1486","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",17.5,"wet",93.9376051401406,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1487","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",19,"wet",118.13135132274,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1488","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",16,"wet",73.179528297201,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1489","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",21,"wet",156.130432456763,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1490","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",22,"wet",177.74063657345,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1491","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",21,"wet",156.130432456763,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1492","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",19.3,"wet",123.402660758304,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1493","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",18,"wet",101.609021786022,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1494","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",21,"wet",156.130432456763,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1495","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",20,"wet",136.282794029065,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1496","6281","Odonata.4","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Palaeoptera","Odonata","Zigoptera","Pseudostigmatidae",NA,NA,"Mecistogaster","modesta","engulfer",0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",10,"wet",19.7507999460494,"length.interpolate","exact",NA,NA,NA,0.977662084213884,28,-1.49103574889887,2.78662043899398,1,NA
"1497","6286","Oligochaeta.14","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,NA,NA,NA,"gatherer",1,0,1,1,1,0,0,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1498","6291","Oligochaeta.16","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,NA,NA,NA,"gatherer",1,0,1,1,1,0,0,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1499","6296","Oligochaeta.9","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta",NA,NA,NA,NA,NA,NA,NA,"gatherer",1,0,1,1,1,0,0,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1500","6301","Oligochaeta.1","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Lumbricina","Aeolosomatidae",NA,NA,"Aelosoma",NA,"gatherer",3,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1501","6306","Coleoptera.32","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1502","6311","Oligochaeta.15","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Enchytraeoidae",NA,NA,NA,NA,"gatherer",0,0,0,0,3,0,0,1,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1503","6316","Oligochaeta.6","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Enchytraeoidae",NA,NA,NA,NA,"gatherer",0,0,0,0,3,0,0,1,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
